ID_UC_G0,city,country,lat,lon,min_lon,min_lat,max_lon,max_lat
8143,﻿Calabar,﻿Nigeria,4.99641686189328,8.341129946718763,8.300492808660008,4.911526426446147,8.381519252794877,5.0897155187798875
8154,﻿Fortaleza,﻿Brazil,-3.786220688200273,-38.559260448825725,-38.67494721383944,-3.915604629791249,-38.43516453930259,-3.6808642054201743
8169,﻿Yuxi,﻿China,24.368468688551317,102.52950282742788,102.47261690136665,24.301085335815454,102.58868863239648,24.43517812191932
8234,﻿Kota,﻿India,25.168715785042266,75.85993564440307,75.78676201986646,25.098062968449515,75.92940080995467,25.24928958508893
8238,﻿Salvador,﻿Brazil,-12.923667420665488,-38.42279033647819,-38.53976910674285,-13.023761622590705,-38.27234104738159,-12.819575070051938
8242,﻿Gorontalo,﻿Indonesia,0.5620108449965914,123.07022751622408,123.0194729822601,0.4933507593063221,123.1689409796923,0.6389317206451655
8252,﻿Muzaffarnagar,﻿India,29.469063088633757,77.71497055366002,77.66389818467364,29.420967933875435,77.78207591509744,29.53180656886451
8255,﻿Boston,﻿United States,42.35063667666909,-71.08744270818121,-71.27156204302462,42.19283154179223,-70.91470349301932,42.53741963942718
8258,﻿Pune,﻿India,18.556070720506543,73.8528099222866,73.7002231637221,18.41620189543934,74.01699187936937,18.713366711478162
8294,﻿Haridwar,﻿India,29.934928496843366,78.09647366709274,78.02060827459933,29.87313801178576,78.20667662728741,30.00979407820009
8305,﻿Meerut,﻿India,28.989946199282564,77.69903980417882,77.60095171422564,28.90148596703399,77.8181628567539,29.097239493614804
8313,﻿Aracaju,﻿Brazil,-10.917432128968063,-37.06858088897647,-37.113168456430174,-11.009051227475034,-37.02235319919584,-10.821729821426203
8326,﻿Taiyuan,﻿China,37.849637183549156,112.5446100930799,112.40311975326529,37.68471102363087,112.6501765785142,38.003136801264
8353,﻿Maceió,﻿Brazil,-9.599166519370616,-35.75081874422736,-35.82984044596549,-9.690580905127282,-35.69158015420326,-9.519818976380218
8355,﻿Malegaon,﻿India,20.55583543112929,74.53030050958083,74.48914992567506,20.51725255648696,74.57479218968321,20.591893931666856
8363,﻿Natal,﻿Brazil,-5.808885138105497,-35.23207053565136,-35.31301628053003,-5.899914203880362,-35.16569649928737,-5.713530627120011
8388,﻿Recife,﻿Brazil,-8.037746995053782,-34.92451357245943,-35.06290782437268,-8.236043611252889,-34.816052936361814,-7.805779307344024
8403,﻿João Pessoa,﻿Brazil,-7.143903369149171,-34.88424763447535,-34.991260836348125,-7.221539022560166,-34.809264379167566,-7.05930234237825
8419,﻿Guang'an,﻿China,30.48000250218289,106.62022963537329,106.54378683725281,30.43730561061806,106.70495290680068,30.548574317652715
8422,﻿Dhule,﻿India,20.893189645652434,74.76928020748218,74.73597959564368,20.83250000564563,74.80097715908909,20.9487069740714
8427,﻿Qiqihar,﻿China,47.33695917049882,123.97324337895004,123.88691569861379,47.263840791479744,124.07486573240278,47.394933971331845
8481,﻿Bulandshahr,﻿India,28.404503047569165,77.85179264538496,77.81534380439665,28.374494759092173,77.89484783733202,28.425450245409305
8485,﻿Qujing,﻿China,25.493521927703284,103.80472741060218,103.73524987082375,25.40899527633143,103.85671605774462,25.577193324951004
8499,﻿Ujjain,﻿India,23.173394380611477,75.79734113149149,75.75139573683262,23.13002854026696,75.85186330260382,23.21354406343746
8512,﻿Beibei,﻿China,29.805222648363756,106.40423464764206,106.31393143397767,29.71948453343515,106.48086298159267,29.87313801178576
8536,﻿Dazhou,﻿China,31.21081270384049,107.48837875712984,107.42356560731774,31.15713045186437,107.54448857310577,31.260130109348367
8543,﻿Yola,﻿Nigeria,9.238920162890595,12.449988655544255,12.362516064759694,9.170264822192962,12.522211374491476,9.292187094201887
8556,﻿Mathura,﻿India,27.46985316292446,77.67234999808232,77.6068762427127,27.365763635745086,77.72547370044079,27.55198495681112
8557,﻿Chongqing,﻿China,29.558331025786377,106.50952021555939,106.3315131630967,29.35278229613581,106.6857507671547,29.79630011354906
8564,﻿Maiduguri,﻿Nigeria,11.838189576591121,13.153551579877348,13.062825803413078,11.775108264607553,13.256881773040181,11.897425574948704
8584,﻿Linfen,﻿China,36.083465605939246,111.49718866293158,111.39156424417021,36.00368182987133,111.60792487805278,36.16151685429864
8616,﻿Kolhapur,﻿India,16.69140175156395,74.24377722228897,74.17594726655078,16.653637340790198,74.3233590101485,16.752302649509026
8626,﻿Aligarh,﻿India,27.899922991446026,78.07881556365191,78.00901647176505,27.831541853311077,78.17186399531538,27.95870325272829
8635,﻿Ankang,﻿China,32.707467453951104,109.01389329339273,108.8644426808862,32.66350278391001,109.13057682545994,32.758504222832926
8645,﻿Bijie,﻿China,27.295259259185805,105.30490149991176,105.24919570104097,27.26423846535358,105.37301278936138,27.331917997262135
8648,﻿Jalgaon,﻿India,21.00084483811202,75.55890568885926,75.49028570754653,20.965310770037288,75.61781717924298,21.031732981533153
8660,﻿Agra,﻿India,27.17803908824136,77.99533447424396,77.85762106786794,27.086653863807495,78.0854412780432,27.25577962299345
8666,﻿Moradabad,﻿India,28.835406670961465,78.74333596077321,78.62752530221,28.765392073258425,78.84246228236718,28.90148596703399
8685,﻿Yuncheng,﻿China,35.05834692245956,111.0054684064782,110.93672687483955,34.98933425060906,111.07932760214592,35.12895933871018
8694,﻿Sangli,﻿India,16.856766228571395,74.6108012599569,74.52946090043153,16.809866420498995,74.69549487104294,16.916788278707248
8745,﻿Beijing,﻿China,39.96284454855336,116.40415042196469,116.04256437109225,39.65678416805226,116.7644208304312,40.24709850834197
8758,﻿Rampur,﻿India,28.79068667607431,79.03145298325236,78.99733496087313,28.74838506822499,79.06911335154821,28.833430596861664
8789,﻿Shijiazhuang,﻿China,38.03277242295709,114.51469980639885,114.28420009663708,37.91463338557709,114.75018177378202,38.1359671598622
8797,﻿Chifeng,﻿China,42.27432209374463,118.92815717164677,118.83775111723591,42.210950213659395,119.05315910296225,42.32876894463419
8853,﻿Baoding,﻿China,38.85522975531402,115.48049483948569,115.36349622994874,38.74816430898715,115.58232867012667,38.93487455961863
8860,﻿Bareilly,﻿India,28.37057947917018,79.42578765191453,79.33174308870029,28.289589537704646,79.511160138757,28.450931471973433
8903,﻿Chengde,﻿China,40.981507237899045,117.92634893620651,117.86318008897373,40.911267116519795,118.00212124153924,41.05519778089485
8934,﻿Mangaluru,﻿India,12.903125335627292,74.84882216335615,74.77637797489302,12.762414221305237,74.93310841188878,13.023761622590705
8945,﻿Honghuagang,﻿China,27.687502785318763,106.93770370609212,106.85871594047116,27.61126226128512,107.05517671128543,27.738326051080392
8975,﻿Langfang,﻿China,39.53876869049579,116.7253904270547,116.59793378664043,39.46043341299942,116.8441562744248,39.6121407019658
9002,﻿Akola,﻿India,20.69571613030235,77.02203664216353,76.96499224110565,20.6582535028984,77.08454618286868,20.741218495000325
9010,﻿Farrukhabad,﻿India,27.372247502284186,79.5974923456575,79.52790680251773,27.323457199953015,79.6454359805349,27.408076202247273
9019,﻿Guiyang,﻿China,26.597474865525378,106.680936624257,106.53398204296211,26.470160003410083,106.84037151576173,26.73180377353255
9025,﻿Luoyang,﻿China,34.667518251559564,112.42881670680971,112.25908204864812,34.56228737557135,112.61850365186912,34.76263432907867
9028,﻿Shahjahanpur,﻿India,27.864242987387623,79.91392686970174,79.81971880303797,27.80611635740548,79.98596586008887,27.924788007937604
9107,﻿Handan,﻿China,36.60037155249005,114.4947235978888,114.35251894378932,36.52147768575923,114.64168561196693,36.67970783910776
9108,﻿Kannur,﻿India,11.889405567376059,75.37367065013802,75.30852938435494,11.82403267839026,75.43162253614187,11.962670062963067
9127,﻿Tianjin,﻿China,39.12306432432909,117.19428120454991,116.9677574825084,38.95266608202208,117.38869714335695,39.26428991324648
9141,﻿Hengshui,﻿China,37.72839007914974,115.67776208161136,115.57769578169318,37.66703579115403,115.78793678837651,37.773110927729725
9150,﻿Thalassery,﻿India,11.753480137148768,75.51229975982196,75.43062929656107,11.677269412589766,75.57121801715499,11.815878377551332
9151,﻿Enshi,﻿China,30.283461570292967,109.471332441921,109.41002740348681,30.214911913804936,109.52616298863786,30.33463863426046
9174,﻿Nanded,﻿India,19.15089374533246,77.31741873130035,77.27402788460076,19.09336768152061,77.35745154255767,19.209085865958688
9191,﻿Anyang,﻿China,36.09461952079924,114.35358911128395,114.22811099645618,36.021213176545295,114.48210137904647,36.170288964824074
9215,﻿Fengrun,﻿China,39.81699829744909,118.14369260339778,118.00445421795116,39.7461035236401,118.23308043431972,39.880163943226464
9229,﻿Tangshan,﻿China,39.643344974095484,118.18342170122376,117.88170111320267,39.49611808080021,118.50655816820395,39.7550378420337
9230,﻿Kozhikode,﻿India,11.147554812814741,75.98287529664633,75.72709433300427,10.903168362093254,76.28972767731618,11.351234607067875
9241,﻿Xinxiang,﻿China,35.30335881697468,113.88520382495481,113.7785116490459,35.24247108921935,113.97497615260049,35.356042670788796
9244,﻿Kanpur,﻿India,26.464462975011244,80.3420256361259,80.15110646871626,26.377373023869705,80.55898148046465,26.57985396025424
9251,﻿Binhai New Area,﻿China,39.001952159461425,117.63129389834619,117.32450092747742,38.890403068827396,117.8378539546064,39.08615595367877
9277,﻿Zhengzhou,﻿China,34.75255649253441,113.67884599082944,113.45691373229793,34.57970161704967,113.93725920441065,34.893394011110104
